key,english,before,after,reason
app.skills.companySkills.toast.removeFailedBody,Failed to remove skill.,移除 Skill 失败。,移除技能失败。,agent-skill-display
app.skills.companySkills.toast.removedBodyCompany,{{name}} was removed from the company skill library.,{{name}} 已从组织 Skill 库中移除。,{{name}} 已从组织技能库中移除。,agent-skill-display
app.skills.companySkills.action.importing,Importing skills,导入 Skill,导入技能,agent-skill-display
app.skills.companySkills.action.scanning,Scanning projects for skills,扫描项目中的 Skill,扫描项目中的技能,agent-skill-display
app.skills.companySkills.action.creating,Creating a skill,创建 Skill,创建技能,agent-skill-display
app.skills.companySkills.action.updating,Updating this skill,更新此 Skill,更新此技能,agent-skill-display
app.skills.companySkills.action.installing,Installing this skill,安装此 Skill,安装此技能,agent-skill-display
app.skills.companySkills.action.removing,Removing this skill,移除此 Skill,移除此技能,agent-skill-display
app.skills.companySkills.scan.refreshingProject,Refreshing project skills...,正在刷新项目 Skill…,正在刷新项目技能…,agent-skill-display
app.skills.companySkills.scan.scanning,Scanning project workspaces for skills...,正在扫描项目工作区中的 Skill…,正在扫描项目工作区中的技能…,agent-skill-display
app.skills.companySkills.scan.refreshingList,Refreshing skills list...,正在刷新 Skill 列表…,正在刷新技能列表…,agent-skill-display
app.skills.companySkills.remove.title,Remove skill,移除 Skill,移除技能,agent-skill-display
app.skills.companySkills.remove.description,"Remove this skill from the organization library. If any agents still use it, removal will be blocked until it is detached.",从组织 Skill 库中移除此 Skill。如果仍有 Agent 在使用，需先解除关联才能移除。,从组织技能库中移除此技能。如果仍有智能体在使用，需先解除关联才能移除。,agent-skill-display
app.skills.companySkills.remove.aboutToRemove,You are about to remove this skill.,即将移除此 Skill。,即将移除此技能。,agent-skill-display
app.skills.companySkills.remove.detachToEnable,Detach this skill from all agents to enable removal.,从所有 Agent 中解除此 Skill 后即可移除。,从所有智能体中解除此技能后即可移除。,agent-skill-display
app.skills.companySkills.remove.descriptionCompany,"Remove this skill from the company library. If any agents still use it, removal will be blocked until it is detached.",从组织 Skill 库中移除此 Skill。如果仍有 Agent 在使用，需先解除关联才能移除。,从组织技能库中移除此技能。如果仍有智能体在使用，需先解除关联才能移除。,agent-skill-display
app.skills.companySkills.source.addTitle,Add a skill source,添加 Skill 来源,添加技能来源,agent-skill-display
app.skills.companySkills.source.importTitle,Import a skill,导入 Skill,导入技能,agent-skill-display
app.skills.companySkills.source.importDescription,"Paste a local path, GitHub URL, or `skills.sh` command to import a skill into this organization.",粘贴本地路径、GitHub URL 或 `skills.sh` 命令，将 Skill 导入此组织。,粘贴本地路径、GitHub URL 或 `skills.sh` 命令，将技能导入此组织。,agent-skill-display
app.skills.companySkills.source.importDescriptionCompany,"Paste a local path, GitHub URL, or `skills.sh` command to import a skill into this company.",粘贴本地路径、GitHub URL 或 `skills.sh` 命令，将 Skill 导入此组织。,粘贴本地路径、GitHub URL 或 `skills.sh` 命令，将技能导入此组织。,agent-skill-display
app.skills.companySkills.oneAgent,{{count}} agent,{{count}} 个 Agent,{{count}} 个智能体,agent-skill-display
app.skills.companySkills.manyAgents,{{count}} agents,{{count}} 个 Agent,{{count}} 个智能体,agent-skill-display
app.skills.companySkills.skillsStore,Skills Store,Skill 商店,技能商店,agent-skill-display
app.skills.companySkills.searchPlaceholder,"Search skills, authors, categories…",搜索 Skill、作者、分类…,搜索技能、作者、分类…,agent-skill-display
app.skills.companySkills.emptyNoSkills,No skills yet. Create one or install from the catalog.,还没有 Skill。可以创建一个，或从目录安装。,还没有技能。可以创建一个，或从目录安装。,agent-skill-display
app.skills.companySkills.emptyTab,No skills in this tab yet.,此标签页中还没有 Skill。,此标签页中还没有技能。,agent-skill-display
app.skills.companySkills.noAgentsSupportSkillsCompany,No agents in this company support skills yet.,此组织中还没有支持 Skill 的 Agent。,此组织中还没有支持技能的智能体。,agent-skill-display
app.skills.forkSkillDialog.createdAndSwitchedOne,Created a copy of {{name}} and switched {{count}} agent to it.,已创建 {{name}} 的副本，并将 {{count}} 个 Agent 切换到副本。,已创建 {{name}} 的副本，并将 {{count}} 个智能体切换到副本。,agent-skill-display
app.skills.forkSkillDialog.createdAndSwitchedMany,Created a copy of {{name}} and switched {{count}} agents to it.,已创建 {{name}} 的副本，并将 {{count}} 个 Agent 切换到副本。,已创建 {{name}} 的副本，并将 {{count}} 个智能体切换到副本。,agent-skill-display
app.skills.forkSkillDialog.createAndSwitchOne,Create copy & switch {{count}} agent,创建副本并切换 {{count}} 个 Agent,创建副本并切换 {{count}} 个智能体,agent-skill-display
app.skills.forkSkillDialog.createAndSwitchMany,Create copy & switch {{count}} agents,创建副本并切换 {{count}} 个 Agent,创建副本并切换 {{count}} 个智能体,agent-skill-display
app.skills.forkSkillDialog.description,{{name}} is read-only because it comes from an external source. Creating a fully editable copy in your workspace leaves the original untouched and still updatable.,{{name}} 来自外部来源，因此是只读的。在你的工作区中创建一个可完全编辑的副本，原 Skill 不受影响，仍可继续更新。,{{name}} 来自外部来源，因此是只读的。在你的工作区中创建一个可完全编辑的副本，原技能不受影响，仍可继续更新。,agent-skill-display
app.skills.forkSkillDialog.alreadyHaveCopyBody,An unedited copy of this skill already exists. Open it instead of making another.,此 Skill 已有一个未编辑的副本，可以直接打开，无需再创建。,此技能已有一个未编辑的副本，可以直接打开，无需再创建。,agent-skill-display
app.skills.forkSkillDialog.switchAgents,Switch these agents to the copy,将这些 Agent 切换到副本,将这些智能体切换到副本,agent-skill-display
app.skills.forkSkillDialog.switchOn,These agents will run your copy instead of the original.,这些 Agent 将运行你的副本，而不是原 Skill。,这些智能体将运行你的副本，而不是原技能。,agent-skill-display
app.skills.forkSkillDialog.switchOff,These agents keep running the original — your copy won't change what they do.,这些 Agent 继续运行原 Skill，你的副本不会改变它们的行为。,这些智能体继续运行原技能，你的副本不会改变它们的行为。,agent-skill-display
app.skills.forkSkillDialog.nothingAssigned,"Nothing is assigned to it, so your copy won't change any agent's behaviour.",此 Skill 未分配给任何 Agent，因此你的副本不会改变任何 Agent 的行为。,此技能未分配给任何智能体，因此你的副本不会改变任何智能体的行为。,agent-skill-display
app.skills.skillFolderTree.mySkills,My Skills,我的 Skill,我的技能,agent-skill-display
app.skills.skillFolderTree.skillFolders,Skill folders,Skill 文件夹,技能文件夹,agent-skill-display
app.skills.skillFolderTree.allSkills,All skills,全部 Skill,全部技能,agent-skill-display
app.skills.skillFolderTree.resizeSkillFolders,Resize skill folders,调整 Skill 文件夹宽度,调整技能文件夹宽度,agent-skill-display
app.skills.skillFork.noAgentsUse,No agents currently use this skill,目前没有 Agent 使用此 Skill,目前没有智能体使用此技能,agent-skill-display
app.skills.skillFork.oneAgentUses,{{count}} agent currently uses this skill,目前有 {{count}} 个 Agent 使用此 Skill,目前有 {{count}} 个智能体使用此技能,agent-skill-display
app.skills.skillFork.manyAgentsUse,{{count}} agents currently use this skill,目前有 {{count}} 个 Agent 使用此 Skill,目前有 {{count}} 个智能体使用此技能,agent-skill-display
app.skills.skillPolicyDenial.defaultPolicyRemediation,An organization administrator can change the skill policy to allow this.,组织管理员可以修改 Skill 策略以允许此操作。,组织管理员可以修改技能策略以允许此操作。,agent-skill-display
app.skills.skillPolicyDenial.titles.authenticationRequired,Sign in to manage skills.,请登录后管理 Skill。,请登录后管理技能。,agent-skill-display
app.skills.skillPolicyDenial.titles.companyBoundaryDenied,This skill belongs to another organization.,此 Skill 属于其他组织。,此技能属于其他组织。,agent-skill-display
app.skills.skillPolicyDenial.titles.workspaceBoundaryDenied,This skill source is outside an allowed workspace.,此 Skill 来源不在允许的工作区内。,此技能来源不在允许的工作区内。,agent-skill-display
app.skills.skillPolicyDenial.titles.sourceValidationFailed,This skill source failed validation.,此 Skill 来源未通过校验。,此技能来源未通过校验。,agent-skill-display
app.skills.skillPolicyDenial.titles.unsafeContentBlocked,This skill contains unsafe content.,此 Skill 包含不安全的内容。,此技能包含不安全的内容。,agent-skill-display
app.skills.skillPolicyDenial.titles.secretHandlingBlocked,This skill exposes a secret value.,此 Skill 暴露了密钥值。,此技能暴露了密钥值。,agent-skill-display
app.skills.skillPolicyDenial.remediations.companyBoundaryDenied,Open the skill from the organization that owns it.,请从拥有此 Skill 的组织中打开它。,请从拥有此技能的组织中打开它。,agent-skill-display
app.skills.skillPolicyDenial.remediations.workspaceBoundaryDenied,Import from a configured Paperclip workspace or the organization managed-skill directory.,请从已配置的 Paperclip 工作区或组织托管 Skill 目录导入。,请从已配置的 Paperclip 工作区或组织托管技能目录导入。,agent-skill-display
app.skills.skillProvenance.theOriginalSkill,the original skill,原 Skill,原技能,agent-skill-display
